id,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
26,15/09/2013,Livorno,Catania,2,0,H,0,0,D,16,15,4,2,21,20,2,8,4,3,0,0
27,15/09/2013,Sampdoria,Genoa,0,3,A,0,1,A,20,4,2,3,21,21,6,3,5,3,0,0
28,15/09/2013,Udinese,Bologna,1,1,D,0,0,D,12,8,3,3,14,17,4,4,1,4,0,0
29,15/09/2013,Verona,Sassuolo,2,0,H,1,0,H,10,18,3,2,18,11,5,10,3,1,0,0
30,16/09/2013,Parma,Roma,1,3,A,1,0,H,11,14,2,8,18,10,5,2,4,0,0,0
31,21/09/2013,Cagliari,Sampdoria,2,2,D,1,0,H,13,15,4,4,15,17,3,3,3,3,0,0
32,21/09/2013,Chievo,Udinese,2,1,H,2,1,H,13,14,5,3,17,18,9,4,5,3,0,0
33,21/09/2013,Genoa,Livorno,0,0,D,0,0,D,10,9,4,4,16,16,6,5,4,1,0,0
34,22/09/2013,Atalanta,Fiorentina,0,2,A,0,1,A,16,12,2,5,19,15,9,3,3,1,0,0
35,22/09/2013,Bologna,Torino,1,2,A,1,2,A,13,10,3,6,18,20,1,5,5,6,1,0
36,22/09/2013,Catania,Parma,0,0,D,0,0,D,12,12,2,3,20,27,8,2,0,3,0,0
37,22/09/2013,Juventus,Verona,2,1,H,2,1,H,35,4,15,1,17,11,5,2,4,1,0,0
38,22/09/2013,Milan,Napoli,1,2,A,0,1,A,22,9,8,3,11,9,8,3,3,1,1,0
39,22/09/2013,Roma,Lazio,2,0,H,0,0,D,18,8,5,0,14,16,8,3,4,3,0,1
40,22/09/2013,Sassuolo,Inter,0,7,A,0,3,A,7,23,4,11,8,13,2,7,3,1,0,0
41,24/09/2013,Udinese,Genoa,1,0,H,0,0,D,14,7,3,1,10,16,10,2,1,3,0,0
42,25/09/2013,Bologna,Milan,3,3,D,1,1,D,15,16,6,8,22,13,5,9,4,2,0,0
43,25/09/2013,Chievo,Juventus,1,2,A,1,0,H,5,18,3,8,14,16,2,4,3,0,0,0
44,25/09/2013,Lazio,Catania,3,1,H,2,1,H,29,10,13,1,13,12,8,3,2,2,0,1
45,25/09/2013,Livorno,Cagliari,1,1,D,1,0,H,10,20,3,5,8,15,6,5,2,4,0,0
46,25/09/2013,Napoli,Sassuolo,1,1,D,1,1,D,19,17,8,6,11,18,8,6,2,2,0,0
47,25/09/2013,Parma,Atalanta,4,3,H,4,2,H,14,12,6,4,18,23,3,4,3,4,1,0
48,25/09/2013,Sampdoria,Roma,0,2,A,0,0,D,13,10,3,4,15,16,5,1,2,3,1,0
49,25/09/2013,Torino,Verona,2,2,D,1,1,D,11,7,7,6,11,17,9,3,1,0,0,0
50,26/09/2013,Inter,Fiorentina,2,1,H,0,0,D,15,18,5,6,15,7,6,6,4,1,0,0
51,28/09/2013,Genoa,Napoli,0,2,A,0,2,A,10,11,2,3,17,10,5,7,2,2,0,0
52,28/09/2013,Milan,Sampdoria,1,0,H,0,0,D,16,14,5,1,10,11,7,2,0,3,0,0
53,29/09/2013,Atalanta,Udinese,2,0,H,1,0,H,12,11,5,3,17,16,8,4,1,4,0,0
54,29/09/2013,Cagliari,Inter,1,1,D,0,0,D,9,15,3,5,14,14,2,6,4,2,0,0
55,29/09/2013,Catania,Chievo,2,0,H,1,0,H,8,14,5,3,14,17,1,9,2,3,0,0
56,29/09/2013,Roma,Bologna,5,0,H,3,0,H,11,11,7,3,12,13,2,7,1,3,0,0
57,29/09/2013,Sassuolo,Lazio,2,2,D,0,0,D,20,12,6,4,12,11,12,4,3,1,0,0
58,29/09/2013,Torino,Juventus,0,1,A,0,0,D,6,17,0,6,12,16,2,8,3,3,0,0
59,29/09/2013,Verona,Livorno,2,1,H,1,1,D,16,19,5,8,15,8,5,5,3,2,0,0
60,30/09/2013,Fiorentina,Parma,2,2,D,0,1,A,11,7,3,5,10,20,6,5,3,2,0,0
61,05/10/2013,Chievo,Atalanta,0,1,A,0,1,A,20,8,3,2,12,10,11,5,2,1,0,0
62,05/10/2013,Inter,Roma,0,3,A,0,3,A,18,9,3,5,15,22,10,2,2,5,0,1
63,06/10/2013,Bologna,Verona,1,4,A,0,2,A,24,13,8,5,12,9,6,5,2,2,0,0
64,06/10/2013,Catania,Genoa,1,1,D,0,0,D,14,8,4,3,22,15,3,4,3,3,0,0
65,06/10/2013,Juventus,Milan,3,2,H,1,1,D,20,8,6,5,12,13,9,5,1,3,0,1
66,06/10/2013,Lazio,Fiorentina,0,0,D,0,0,D,20,3,4,0,15,17,6,1,4,4,0,0
67,06/10/2013,Napoli,Livorno,4,0,H,2,0,H,10,10,6,2,19,17,4,4,0,2,0,0
68,06/10/2013,Parma,Sassuolo,3,1,H,1,1,D,10,16,3,7,18,16,3,6,2,2,1,1
69,06/10/2013,Sampdoria,Torino,2,2,D,1,0,H,14,10,6,3,21,22,4,11,3,6,0,0
70,06/10/2013,Udinese,Cagliari,2,0,H,1,0,H,12,15,4,2,14,17,5,4,1,1,0,0
71,18/10/2013,Roma,Napoli,2,0,H,1,0,H,13,15,4,3,13,11,2,5,2,3,0,1
72,19/10/2013,Cagliari,Catania,2,1,H,1,1,D,29,7,10,4,12,18,11,5,3,1,0,1
73,19/10/2013,Milan,Udinese,1,0,H,1,0,H,12,7,3,2,13,12,3,10,3,3,0,0
74,20/10/2013,Atalanta,Lazio,2,1,H,1,0,H,14,16,5,4,7,17,8,2,0,2,0,0
75,20/10/2013,Fiorentina,Juventus,4,2,H,0,2,A,12,18,7,8,11,25,4,5,3,6,0,0
76,20/10/2013,Genoa,Chievo,2,1,H,1,0,H,9,15,5,7,15,20,4,2,1,4,0,0
77,20/10/2013,Livorno,Sampdoria,1,2,A,0,1,A,17,11,5,2,14,18,5,2,5,2,0,0
78,20/10/2013,Sassuolo,Bologna,2,1,H,2,1,H,8,20,5,6,18,11,1,13,4,2,0,0
79,20/10/2013,Torino,Inter,3,3,D,1,1,D,23,8,5,5,9,13,11,2,3,2,0,1
80,20/10/2013,Verona,Parma,3,2,H,1,2,A,14,14,7,6,16,21,6,3,0,7,0,0
81,26/10/2013,Inter,Verona,4,2,H,3,1,H,21,9,8,4,11,10,9,1,3,3,1,1
82,26/10/2013,Sampdoria,Atalanta,1,0,H,0,0,D,14,8,6,0,22,18,3,5,4,2,0,1
83,27/10/2013,Bologna,Livorno,1,0,H,1,0,H,9,13,4,2,20,13,5,6,2,2,0,0
84,27/10/2013,Catania,Sassuolo,0,0,D,0,0,D,14,12,4,1,19,12,5,2,1,2,0,0
85,27/10/2013,Chievo,Fiorentina,1,2,A,1,1,D,9,15,2,4,15,8,3,6,4,3,0,0
86,27/10/2013,Juventus,Genoa,2,0,H,2,0,H,24,6,9,0,15,9,6,2,1,1,0,0
87,27/10/2013,Lazio,Cagliari,2,0,H,0,0,D,12,12,3,4,17,14,4,5,1,1,0,0
88,27/10/2013,Napoli,Torino,2,0,H,2,0,H,21,9,7,3,13,9,7,4,1,0,0,1
89,27/10/2013,Parma,Milan,3,2,H,2,0,H,16,16,8,5,14,10,3,6,3,3,0,0
90,27/10/2013,Udinese,Roma,0,1,A,0,0,D,13,15,3,5,16,12,4,8,4,3,0,1
91,29/10/2013,Atalanta,Inter,1,1,D,1,1,D,12,13,8,4,11,14,8,7,3,1,0,0
92,30/10/2013,Cagliari,Bologna,0,3,A,0,1,A,11,17,2,5,17,21,7,3,2,3,1,0
93,30/10/2013,Fiorentina,Napoli,1,2,A,1,2,A,11,4,3,2,22,16,9,3,2,3,1,1
94,30/10/2013,Genoa,Parma,1,0,H,0,0,D,5,10,5,3,14,12,2,3,3,2,0,0
95,30/10/2013,Juventus,Catania,4,0,H,2,0,H,23,7,10,1,14,11,9,5,2,0,0,1
96,30/10/2013,Livorno,Torino,3,3,D,2,2,D,19,13,6,7,13,18,8,8,6,5,0,0
97,30/10/2013,Milan,Lazio,1,1,D,0,0,D,18,5,5,3,12,19,4,3,4,2,0,0
98,30/10/2013,Sassuolo,Udinese,1,2,A,1,1,D,15,9,7,4,16,22,6,4,3,2,1,0
99,30/10/2013,Verona,Sampdoria,2,0,H,0,0,D,12,15,5,5,12,13,7,3,0,1,0,0
100,31/10/2013,Roma,Chievo,1,0,H,0,0,D,18,2,3,1,12,19,10,1,3,5,0,0
101,02/11/2013,Milan,Fiorentina,0,2,A,0,1,A,18,4,1,2,19,12,10,3,1,2,0,0
102,02/11/2013,Napoli,Catania,2,1,H,2,1,H,21,13,8,2,14,13,12,0,0,0,0,0
103,02/11/2013,Parma,Juventus,0,1,A,0,0,D,5,12,1,5,15,14,6,3,2,4,0,0
104,03/11/2013,Lazio,Genoa,0,2,A,0,0,D,17,7,4,3,16,18,5,4,2,1,0,0
105,03/11/2013,Livorno,Atalanta,1,0,H,1,0,H,18,5,6,1,15,17,3,4,4,3,0,1
106,03/11/2013,Sampdoria,Sassuolo,3,4,A,1,0,H,13,19,5,10,17,14,4,3,2,2,1,0
107,03/11/2013,Torino,Roma,1,1,D,0,1,A,14,12,5,3,12,11,5,5,2,3,0,0
108,03/11/2013,Udinese,Inter,0,3,A,0,2,A,9,13,3,5,12,13,6,4,0,3,0,0
109,03/11/2013,Verona,Cagliari,2,1,H,1,0,H,6,18,4,3,8,21,4,6,0,3,0,0
110,04/11/2013,Bologna,Chievo,0,0,D,0,0,D,12,3,3,1,14,24,2,2,2,1,0,0
111,09/11/2013,Catania,Udinese,1,0,H,1,0,H,11,17,4,1,24,15,5,6,2,3,0,0
112,09/11/2013,Inter,Livorno,2,0,H,1,0,H,12,9,4,1,15,10,6,0,3,3,0,0
113,10/11/2013,Atalanta,Bologna,2,1,H,0,0,D,13,11,3,4,17,17,8,1,3,2,0,0
114,10/11/2013,Cagliari,Torino,2,1,H,1,0,H,10,9,5,4,19,11,4,4,4,4,0,0
115,10/11/2013,Chievo,Milan,0,0,D,0,0,D,6,23,2,3,15,9,2,8,2,0,1,1
116,10/11/2013,Fiorentina,Sampdoria,2,1,H,2,0,H,14,13,5,3,7,15,9,1,0,4,0,0
117,10/11/2013,Genoa,Verona,2,0,H,2,0,H,12,25,3,4,8,8,5,4,1,2,0,0
118,10/11/2013,Juventus,Napoli,3,0,H,1,0,H,14,13,10,5,16,16,4,4,2,1,1,0
119,10/11/2013,Parma,Lazio,1,1,D,0,0,D,10,13,4,4,7,12,4,10,2,2,1,0
120,10/11/2013,Roma,Sassuolo,1,1,D,1,0,H,16,11,6,7,10,18,10,3,3,4,0,0
121,23/11/2013,Milan,Genoa,1,1,D,1,1,D,39,2,10,1,10,18,12,0,3,2,0,1
122,23/11/2013,Napoli,Parma,0,1,A,0,0,D,10,12,4,4,9,13,5,6,2,2,0,0
123,23/11/2013,Verona,Chievo,0,1,A,0,0,D,6,12,0,3,16,17,11,7,4,1,0,0
124,24/11/2013,Bologna,Inter,1,1,D,1,0,H,9,22,4,6,10,9,2,15,4,1,0,0
125,24/11/2013,Livorno,Juventus,0,2,A,0,0,D,9,21,1,6,14,19,3,11,4,1,0,0
126,24/11/2013,Sampdoria,Lazio,1,1,D,0,0,D,10,12,5,2,16,17,3,4,3,3,1,0
127,24/11/2013,Sassuolo,Atalanta,2,0,H,0,0,D,17,13,6,4,21,25,5,2,1,2,1,0
128,24/11/2013,Torino,Catania,4,1,H,2,0,H,22,15,7,5,10,21,7,6,3,5,0,0
129,24/11/2013,Udinese,Fiorentina,1,0,H,1,0,H,22,15,11,5,22,8,6,6,2,2,0,0
130,25/11/2013,Roma,Cagliari,0,0,D,0,0,D,19,8,5,2,9,11,19,7,2,4,0,0
131,30/11/2013,Genoa,Torino,1,1,D,0,1,A,16,21,7,10,15,15,5,9,3,2,0,0
132,30/11/2013,Parma,Bologna,1,1,D,1,1,D,18,7,8,4,17,14,11,2,6,2,0,1
133,01/12/2013,Atalanta,Roma,1,1,D,0,0,D,7,17,3,7,10,21,2,7,3,2,0,0
134,01/12/2013,Cagliari,Sassuolo,2,2,D,0,2,A,16,12,7,4,12,15,6,2,2,1,0,0
135,01/12/2013,Catania,Milan,1,3,A,1,1,D,12,13,3,7,18,15,2,5,3,3,1,0
136,01/12/2013,Chievo,Livorno,3,0,H,1,0,H,19,14,6,4,21,4,11,6,4,2,0,0
137,01/12/2013,Inter,Sampdoria,1,1,D,1,0,H,11,14,2,5,17,17,4,5,3,3,0,0
138,01/12/2013,Juventus,Udinese,1,0,H,0,0,D,27,9,5,4,10,9,12,4,2,1,0,0
139,02/12/2013,Fiorentina,Verona,4,3,H,3,2,H,23,11,7,7,9,13,5,1,2,3,0,1
140,02/12/2013,Lazio,Napoli,2,4,A,1,1,D,12,13,4,7,21,13,1,3,2,2,0,0
141,06/12/2013,Bologna,Juventus,0,2,A,0,1,A,10,19,4,6,16,16,7,6,1,4,0,0
142,07/12/2013,Livorno,Milan,2,2,D,1,1,D,17,11,7,5,15,11,7,2,5,2,0,0
143,07/12/2013,Napoli,Udinese,3,3,D,2,1,H,12,17,6,7,13,13,10,8,4,2,0,0
144,08/12/2013,Cagliari,Genoa,2,1,H,0,1,A,30,4,7,3,15,11,8,3,5,1,0,1
145,08/12/2013,Inter,Parma,3,3,D,1,2,A,15,17,6,8,14,13,3,11,2,1,0,0
146,08/12/2013,Roma,Fiorentina,2,1,H,1,1,D,21,15,9,5,11,13,8,6,3,4,1,0
147,08/12/2013,Sampdoria,Catania,2,0,H,0,0,D,17,5,7,0,17,13,7,3,3,2,0,0
148,08/12/2013,Sassuolo,Chievo,0,1,A,0,0,D,6,9,2,5,19,26,4,4,2,2,0,0
149,08/12/2013,Torino,Lazio,1,0,H,1,0,H,5,21,3,3,8,19,1,15,3,2,0,0
150,08/12/2013,Verona,Atalanta,2,1,H,0,1,A,15,11,6,5,13,15,9,5,1,3,0,1
151,14/12/2013,Catania,Verona,0,0,D,0,0,D,16,8,6,1,17,19,6,2,2,1,0,0
152,15/12/2013,Chievo,Sampdoria,0,1,A,0,1,A,11,9,6,2,15,23,7,3,4,5,0,0
153,15/12/2013,Fiorentina,Bologna,3,0,H,2,0,H,18,8,8,4,10,11,6,6,2,1,0,0
154,15/12/2013,Genoa,Atalanta,1,1,D,0,0,D,13,15,3,4,10,13,10,8,0,2,0,0
155,15/12/2013,Juventus,Sassuolo,4,0,H,3,0,H,20,12,8,0,12,15,5,2,1,1,0,0
156,15/12/2013,Lazio,Livorno,2,0,H,2,0,H,17,10,5,1,22,17,1,5,2,5,0,0
157,15/12/2013,Napoli,Inter,4,2,H,3,2,H,13,11,9,5,12,9,5,6,2,1,0,1
158,15/12/2013,Parma,Cagliari,0,0,D,0,0,D,10,18,2,4,13,17,5,3,4,4,0,0
159,15/12/2013,Udinese,Torino,0,2,A,0,0,D,20,7,3,3,12,13,6,2,2,3,0,0
160,16/12/2013,Milan,Roma,2,2,D,1,1,D,11,14,4,4,13,13,4,7,4,2,0,0
161,21/12/2013,Cagliari,Napoli,1,1,D,1,1,D,10,10,4,2,13,14,4,6,2,2,0,0
162,21/12/2013,Livorno,Udinese,1,2,A,1,1,D,14,14,4,4,11,20,3,4,3,2,0,0
163,22/12/2013,Atalanta,Juventus,1,4,A,1,1,D,7,16,3,4,14,16,1,4,1,2,0,0
164,22/12/2013,Bologna,Genoa,1,0,H,0,0,D,19,5,3,1,23,21,8,4,5,1,0,0
165,22/12/2013,Inter,Milan,1,0,H,0,0,D,15,18,7,5,13,15,5,7,3,4,0,1
166,22/12/2013,Roma,Catania,4,0,H,1,0,H,21,10,10,1,11,19,9,3,1,4,0,0
167,22/12/2013,Sampdoria,Parma,1,1,D,1,0,H,8,15,3,5,16,18,4,4,2,4,0,0
168,22/12/2013,Sassuolo,Fiorentina,0,1,A,0,0,D,9,10,3,5,18,10,2,3,5,3,0,0
169,22/12/2013,Torino,Chievo,4,1,H,1,1,D,12,9,6,3,12,13,6,7,2,2,0,0
170,22/12/2013,Verona,Lazio,4,1,H,2,1,H,13,18,7,9,7,13,1,10,1,2,0,0
171,05/01/2014,Chievo,Cagliari,0,0,D,0,0,D,1,6,0,1,24,19,1,1,3,2,0,0
172,05/01/2014,Fiorentina,Livorno,1,0,H,0,0,D,19,8,7,3,13,21,5,3,4,5,0,0
173,05/01/2014,Juventus,Roma,3,0,H,1,0,H,13,8,5,4,15,17,5,3,3,2,0,2
174,06/01/2014,Catania,Bologna,2,0,H,1,0,H,19,12,2,2,18,19,3,4,4,4,0,0
175,06/01/2014,Genoa,Sassuolo,2,0,H,2,0,H,17,10,8,1,19,23,9,4,3,4,0,0
176,06/01/2014,Lazio,Inter,1,0,H,0,0,D,8,10,3,1,11,16,6,4,3,2,0,0
177,06/01/2014,Milan,Atalanta,3,0,H,1,0,H,15,12,8,4,20,13,3,7,1,1,0,0
178,06/01/2014,Napoli,Sampdoria,2,0,H,0,0,D,19,15,6,4,13,14,7,1,3,3,0,0
179,06/01/2014,Parma,Torino,3,1,H,2,1,H,17,14,5,4,17,6,9,4,1,2,0,0
180,06/01/2014,Udinese,Verona,1,3,A,1,2,A,23,8,3,3,10,13,4,4,0,2,0,0
181,11/01/2014,Bologna,Lazio,0,0,D,0,0,D,12,2,4,0,8,13,1,3,2,2,0,0
182,11/01/2014,Livorno,Parma,0,3,A,0,1,A,19,9,5,5,13,21,6,6,1,1,0,0
183,12/01/2014,Atalanta,Catania,2,1,H,0,0,D,17,12,8,4,13,13,8,10,2,3,0,0
184,12/01/2014,Cagliari,Juventus,1,4,A,1,1,D,8,15,3,9,10,13,4,4,2,1,1,0
185,12/01/2014,Roma,Genoa,4,0,H,3,0,H,22,0,8,0,13,7,4,1,0,2,0,1
186,12/01/2014,Sassuolo,Milan,4,3,H,3,2,H,12,16,8,7,23,18,4,3,5,3,0,0
187,12/01/2014,Torino,Fiorentina,0,0,D,0,0,D,6,16,5,2,9,10,7,5,0,1,0,0
188,12/01/2014,Verona,Napoli,0,3,A,0,1,A,11,15,2,8,21,19,4,3,1,1,0,0
189,13/01/2014,Inter,Chievo,1,1,D,1,1,D,9,9,5,1,10,13,6,3,1,1,0,0
190,13/01/2014,Sampdoria,Udinese,3,0,H,1,0,H,20,4,6,1,22,21,5,6,3,3,1,2
191,18/01/2014,Juventus,Sampdoria,4,2,H,3,1,H,18,17,5,5,8,12,3,10,1,3,0,0
192,18/01/2014,Roma,Livorno,3,0,H,2,0,H,22,4,10,0,16,11,8,0,1,0,0,0
193,19/01/2014,Atalanta,Cagliari,1,0,H,0,0,D,12,16,5,1,9,8,4,5,3,0,0,1
194,19/01/2014,Bologna,Napoli,2,2,D,1,0,H,10,11,2,4,23,14,5,5,4,2,1,0
195,19/01/2014,Catania,Fiorentina,0,3,A,0,3,A,9,12,3,4,16,9,3,3,2,1,0,0
196,19/01/2014,Chievo,Parma,1,2,A,1,1,D,8,10,2,4,17,16,3,1,2,3,0,0
197,19/01/2014,Genoa,Inter,1,0,H,0,0,D,14,11,6,5,14,13,11,5,5,1,0,0
198,19/01/2014,Milan,Verona,1,0,H,0,0,D,25,13,7,3,11,12,5,10,2,1,0,0
199,19/01/2014,Sassuolo,Torino,0,2,A,0,1,A,15,6,2,5,18,17,10,4,3,2,0,0
200,19/01/2014,Udinese,Lazio,2,3,A,1,0,H,10,20,3,5,10,15,3,2,2,3,0,1
201,25/01/2014,Lazio,Juventus,1,1,D,1,0,H,11,11,3,3,13,15,0,7,1,1,0,1
202,25/01/2014,Napoli,Chievo,1,1,D,0,1,A,23,3,4,1,12,15,11,2,1,2,0,0
203,26/01/2014,Cagliari,Milan,1,2,A,1,0,H,7,21,1,8,21,19,4,9,3,1,0,0
204,26/01/2014,Fiorentina,Genoa,3,3,D,2,2,D,18,10,4,3,11,18,8,2,1,2,0,0
205,26/01/2014,Inter,Catania,0,0,D,0,0,D,13,5,3,0,13,15,14,4,1,2,0,0
206,26/01/2014,Livorno,Sassuolo,3,1,H,3,1,H,10,12,3,3,19,16,4,5,3,6,0,0
207,26/01/2014,Parma,Udinese,1,0,H,1,0,H,12,7,5,2,12,11,8,5,3,3,0,0
208,26/01/2014,Sampdoria,Bologna,1,1,D,0,0,D,15,17,5,5,16,11,6,5,4,1,0,0
209,26/01/2014,Torino,Atalanta,1,0,H,0,0,D,18,12,4,2,12,11,10,3,4,4,0,1
210,26/01/2014,Verona,Roma,1,3,A,0,1,A,6,19,3,5,18,11,4,6,3,2,0,0
211,01/02/2014,Bologna,Udinese,0,2,A,0,1,A,16,6,1,3,8,18,5,5,3,4,0,0
212,01/02/2014,Cagliari,Fiorentina,1,0,H,1,0,H,13,14,6,3,22,17,2,7,2,1,0,0
213,01/02/2014,Milan,Torino,1,1,D,0,1,A,23,6,6,2,14,12,13,3,2,2,0,0
214,02/02/2014,Atalanta,Napoli,3,0,H,0,0,D,10,16,3,3,14,17,1,6,0,2,0,0
215,02/02/2014,Catania,Livorno,3,3,D,0,0,D,15,17,6,7,26,16,4,2,5,5,0,0
216,02/02/2014,Chievo,Lazio,0,2,A,0,1,A,11,12,0,6,14,9,5,6,2,1,0,0
217,02/02/2014,Juventus,Inter,3,1,H,1,0,H,20,7,9,2,11,13,8,4,1,2,0,0
218,02/02/2014,Sassuolo,Verona,1,2,A,0,0,D,12,13,2,1,15,19,6,5,2,3,0,0
219,03/02/2014,Genoa,Sampdoria,0,1,A,0,1,A,12,12,4,7,14,22,5,5,4,1,0,0
220,08/02/2014,Fiorentina,Atalanta,2,0,H,1,0,H,19,11,5,3,13,14,11,6,1,2,0,1
221,08/02/2014,Napoli,Milan,3,1,H,1,1,D,27,8,14,6,10,17,5,0,3,2,0,0
222,08/02/2014,Udinese,Chievo,3,0,H,0,0,D,10,9,5,3,12,10,1,6,0,2,0,0
223,09/02/2014,Inter,Sassuolo,1,0,H,0,0,D,16,3,7,1,13,14,10,3,1,1,0,0
224,09/02/2014,Lazio,Roma,0,0,D,0,0,D,3,14,0,4,20,10,6,6,3,2,0,0
225,09/02/2014,Livorno,Genoa,0,1,A,0,1,A,19,6,5,2,20,20,10,1,4,3,0,0
226,09/02/2014,Parma,Catania,0,0,D,0,0,D,5,19,1,2,21,12,6,6,2,3,0,0
227,09/02/2014,Sampdoria,Cagliari,1,0,H,1,0,H,10,14,3,3,26,24,5,4,4,5,0,0
228,09/02/2014,Torino,Bologna,1,2,A,1,2,A,19,11,5,6,18,16,13,1,0,0,0,0
229,09/02/2014,Verona,Juventus,2,2,D,0,2,A,11,14,3,4,10,19,3,9,2,0,0,0
230,14/02/2014,Milan,Bologna,1,0,H,0,0,D,13,11,4,4,17,22,8,2,1,3,0,0
231,15/02/2014,Fiorentina,Inter,1,2,A,0,1,A,15,9,5,4,11,16,9,6,1,6,0,0
232,16/02/2014,Atalanta,Parma,0,4,A,0,1,A,14,17,5,7,11,12,8,4,2,4,0,0
233,16/02/2014,Cagliari,Livorno,1,2,A,0,1,A,12,15,5,3,19,23,1,5,2,4,1,2
234,16/02/2014,Catania,Lazio,3,1,H,1,1,D,16,10,8,3,18,23,1,1,2,4,0,0
235,16/02/2014,Genoa,Udinese,3,3,D,1,2,A,23,10,6,7,12,16,8,8,3,5,0,0
236,16/02/2014,Juventus,Chievo,3,1,H,2,0,H,14,9,5,2,14,16,7,2,3,2,0,0
237,16/02/2014,Roma,Sampdoria,3,0,H,1,0,H,16,9,6,2,10,15,6,2,2,1,0,1
238,16/02/2014,Sassuolo,Napoli,0,2,A,0,1,A,8,20,2,7,9,15,3,4,4,3,0,0
239,17/02/2014,Verona,Torino,1,3,A,1,0,H,16,15,4,5,10,17,6,6,1,3,0,0
240,22/02/2014,Bologna,Roma,0,1,A,0,1,A,12,17,1,2,10,15,5,1,1,3,0,0
241,23/02/2014,Chievo,Catania,2,0,H,1,0,H,13,12,6,5,23,18,4,9,4,4,1,0
242,23/02/2014,Inter,Cagliari,1,1,D,0,1,A,16,6,5,1,11,15,5,3,1,4,0,0
243,23/02/2014,Juventus,Torino,1,0,H,1,0,H,15,15,6,3,12,15,4,2,2,2,0,0
244,23/02/2014,Lazio,Sassuolo,3,2,H,1,0,H,11,7,4,4,16,12,4,4,1,3,0,0
245,23/02/2014,Livorno,Verona,2,3,A,0,3,A,21,16,4,7,19,13,6,8,4,2,0,0
246,23/02/2014,Sampdoria,Milan,0,2,A,0,1,A,8,14,3,8,12,12,4,4,4,3,1,0
247,23/02/2014,Udinese,Atalanta,1,1,D,0,1,A,11,8,6,4,15,17,6,7,2,2,0,0
248,24/02/2014,Napoli,Genoa,1,1,D,1,0,H,9,11,3,5,19,15,5,5,5,2,0,0
249,24/02/2014,Parma,Fiorentina,2,2,D,1,1,D,11,17,5,2,18,13,1,6,3,3,1,2
250,01/03/2014,Roma,Inter,0,0,D,0,0,D,10,11,4,1,14,19,5,6,0,1,0,0
251,02/03/2014,Atalanta,Chievo,2,1,H,1,0,H,12,12,5,4,12,10,6,8,1,3,0,1
